Title,Year,Acousticness,Danceability,Energy,Liveness,Speechiness,Valence
Pompeii,2013,0.08,0.68,0.72,0.27,0.04,0.57
Waves,2013,0.54,0.36,0.28,0.38,0.04,0.2
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2013,0.04,0.79,0.81,0.1,0.04,0.86
All I Want,2013,0.17,0.21,0.41,0.08,0.04,0.16
Addicted To You,2013,0.05,0.57,0.79,0.09,0.05,0.3
Animals,2013,0,0.68,0.87,0.37,0.04,0.04
Just Say Yes,2013,0.02,0.54,0.88,0.03,0.03,0.25
Watermensen,2013,0.66,0.56,0.4,0.11,0.03,0.46
Sky and Sand,2013,0.6,0.79,0.33,0.19,0.06,0.53
The Monster,2013,0.05,0.78,0.85,0.12,0.07,0.62
Mirrors,2013,0.23,0.57,0.51,0.09,0.05,0.51
Story of My Life,2013,0.23,0.6,0.66,0.12,0.05,0.29
Royals,2013,0.12,0.67,0.43,0.13,0.12,0.34
tous les mêmes,2013,0.22,0.7,0.64,0.28,0.17,0.65
Mijn Van Straat Geredde Roos,2013,0.09,0.5,0.76,0.26,0.03,0.61
Love You Like I Love Myself,2013,0.01,0.52,0.84,0.2,0.06,0.86
I Sat By The Ocean,2013,0,0.52,0.78,0.11,0.04,0.9
Everybody (Backstreet's Back) - Radio Edit,2013,0.03,0.74,0.87,0.27,0.04,0.59
A Ton of Love,2013,0.07,0.46,0.96,0.28,0.06,0.4
Foolish Games,2013,0.9,0.46,0.22,0.11,0.03,0.15
Grow Old with Me,2013,0.51,0.47,0.58,0.25,0.03,0.37
Things We Lost In The Fire,2013,0.06,0.59,0.92,0.27,0.06,0.63
Blurred Lines,2013,0,0.85,0.6,0.08,0.04,0.84
The Road To Mandalay,2013,0.11,0.62,0.68,0.16,0.03,0.53
Iron Sky,2014,0.24,0.39,0.63,0.11,0.03,0.32
A Sky Full of Stars,2014,0.01,0.55,0.64,0.22,0.03,0.15
Rolling In The Deep,2014,0.13,0.73,0.76,0.06,0.03,0.54
Streets,2014,0,0.38,0.77,0.27,0.04,0.42
Thinking out Loud,2014,0.47,0.78,0.45,0.18,0.03,0.59
Take Me to Church,2014,0.63,0.57,0.66,0.12,0.05,0.44
Une belle histoire,2014,0.5,0.27,0.58,0.37,0.04,0.65
In Your Arms,2014,0.65,0.67,0.41,0.11,0.05,0.36
Born Slippy (Nuxx),2014,0,0.58,0.95,0.47,0.04,0.3
War,2014,0.08,0.64,0.81,0.07,0.03,0.72
Op 't platteland,2014,0.93,0.56,0.37,0.09,0.04,0.28
"Happy - From ""Despicable Me 2""",2014,0.22,0.65,0.82,0.09,0.18,0.96
Calm After The Storm,2014,0.49,0.69,0.39,0.12,0.03,0.38
Riddles,2014,0.04,0.49,0.7,0.08,0.04,0.62
Under The Pressure,2014,0.31,0.33,0.71,0.13,0.03,0.19
Magic,2014,0.03,0.74,0.48,0.11,0.04,0.36
Photograph,2014,0.61,0.61,0.38,0.1,0.05,0.2
All For Nothing,2014,0,0.46,0.86,0.1,0.07,0.37
My Silver Lining,2014,0.03,0.48,0.73,0.21,0.03,0.43
Zandloper,2014,0.05,0.76,0.72,0.95,0.24,0.51
Home,2014,0.07,0.76,0.7,0.04,0.04,0.3
Red Eyes,2014,0.01,0.46,0.82,0.16,0.04,0.47
L'amour Toujours (Small Mix),2014,0.08,0.64,0.88,0.36,0.03,0.74
"See Me, Feel Me - Single Version",2014,0.09,0.38,0.34,0.08,0.03,0.08
Hemel Valt,2014,0.24,0.66,0.74,0.33,0.14,0.74
Glycerine,2014,0.04,0.44,0.34,0.1,0.03,0.08
Wit Licht,2014,0.72,0.59,0.69,0.1,0.08,0.19
Yellow Submarine,2014,0.21,0.62,0.64,0.52,0.03,0.65
California Love,2014,0.03,0.66,0.88,0.69,0.09,0.77
Superheroes,2014,0,0.49,0.89,0.07,0.04,0.64
Stay With Me,2014,0.59,0.42,0.42,0.11,0.04,0.18
Shake It Off,2014,0.06,0.65,0.8,0.33,0.17,0.94
Looking Too Closely,2014,0.33,0.48,0.52,0.09,0.04,0.1
No Good in Goodbye,2014,0.01,0.37,0.87,0.08,0.04,0.22
Counting Stars,2014,0.07,0.66,0.71,0.12,0.04,0.48
Time After Time,2014,0.58,0.72,0.44,0.09,0.03,0.32
Sexy Als Ik Dans,2014,0.09,0.79,0.54,0.2,0.05,0.89
Done With It,2014,0.13,0.65,0.78,0.1,0.04,0.63
Love Never Felt So Good,2014,0.13,0.78,0.72,0.07,0.04,0.71
Shut Up and Dance,2014,0.01,0.58,0.87,0.26,0.06,0.62
Nothing Really Matters,2014,0.89,0.4,0.23,0.11,0.04,0.28
Promises of No Man's Land,2014,0.12,0.62,0.85,0.24,0.03,0.64
Let It Go,2014,0.82,0.55,0.31,0.11,0.03,0.25
The Sound of Silence,2015,0.47,0.32,0.28,0.1,0.03,0.18
Het Dorp - Live,2015,0.82,0.37,0.44,0.67,0.08,0.45
Psycho,2015,0,0.56,0.88,0.87,0.03,0.51
Élan,2015,0.01,0.57,0.58,0.14,0.03,0.3
Dat Ik Je Mis,2015,0.88,0.5,0.13,0.1,0.06,0.28
Heading Up High,2015,0,0.52,0.93,0.11,0.09,0.2
Zeg Maar Niets Meer - Remastered,2015,0.16,0.36,0.79,0.91,0.04,0.3
Chandelier,2015,0.02,0.4,0.79,0.07,0.05,0.57
Uptown R&B/Soul,2015,0.01,0.86,0.61,0.03,0.08,0.93
Birds,2015,0.61,0.17,0.41,0.11,0.03,0.09
Michel,2015,0.76,0.58,0.39,0.09,0.03,0.16
Let It Happen,2015,0,0.6,0.88,0.11,0.04,0.58
Everglow,2015,0.46,0.54,0.45,0.11,0.03,0.14
The Less I Know The Better,2015,0.01,0.64,0.74,0.17,0.03,0.79
Ordinary Love,2015,0.04,0.66,0.48,0.18,0.03,0.35
Stressed Out,2015,0.05,0.73,0.64,0.06,0.14,0.65
For Bitter Or Worse,2015,0.29,0.27,0.41,0.12,0.03,0.32
All I Need - Edit,2015,0.88,0.5,0.42,0.2,0.03,0.22
Hymn for the Weekend,2015,0.26,0.49,0.74,0.3,0.04,0.36
Adventure of a Lifetime,2015,0,0.64,0.92,0.15,0.04,0.53
Three Days In A Row,2015,0,0.36,0.5,0.16,0.03,0.39
Moondance,2015,0.43,0.65,0.33,0.22,0.03,0.52
R U Kiddin' Me,2015,0.01,0.53,0.82,0.09,0.04,0.69
"Theme From New York, New York",2015,0.55,0.41,0.59,0.28,0.03,0.56
Hold Me,2015,0.61,0.35,0.38,0.15,0.03,0.36
Budapest,2015,0.08,0.72,0.46,0.11,0.03,0.39
Shoes of Lightning,2015,0.66,0.54,0.4,0.11,0.04,0.17
Mercy,2015,0.01,0.48,0.93,0.31,0.05,0.37
Tennessee Whiskey,2015,0.21,0.39,0.37,0.08,0.03,0.51
"Oxygene, Pt. 4",2015,0.02,0.43,0.76,0.55,0.04,0.66
A Head Full of Dreams,2015,0,0.45,0.92,0.33,0.07,0.08
We Come 1 - Radio Edit,2015,0,0.65,0.9,0.15,0.04,0.61
Forever Man - 2015 Remaster,2015,0.2,0.64,0.9,0.17,0.04,0.78
Down Man,2015,0,0.43,0.76,0.1,0.06,0.51
Liquid Spirit - Claptone Remix,2015,0,0.88,0.62,0.05,0.05,0.3
Living Doll - 2003 Remaster,2015,0.54,0.76,0.47,0.1,0.04,0.77
Ocean of Night,2015,0.02,0.57,0.67,0.11,0.03,0.25
Be the One,2015,0.12,0.66,0.65,0.06,0.05,0.37
Up&Up,2015,0.05,0.48,0.72,0.1,0.06,0.25
Ship To Wreck,2015,0,0.56,0.92,0.28,0.03,0.59
Love Yourself,2015,0.84,0.61,0.38,0.28,0.44,0.52
Happy Xmas (War Is Over),2015,0.18,0.4,0.68,0.68,0.03,0.6
Sorry,2016,0.5,0.46,0.41,0.1,0.03,0.09
Cold Little Heart,2016,0.49,0.49,0.4,0.14,0.03,0.15
Barcelona,2016,0.74,0.18,0.46,0.09,0.04,0.13
Leef,2016,0.28,0.67,0.73,0.18,0.04,0.78
Hello,2016,0.34,0.48,0.45,0.09,0.03,0.29
Against All Odds (Take a Look at Me Now) - 2016 Remaster,2016,0.2,0.58,0.5,0.13,0.03,0.11
Treur Niet (Ode Aan Het Leven),2016,0.2,0.68,0.72,0.13,0.06,0.57
When We Were Young,2016,0.35,0.38,0.59,0.09,0.05,0.27
Do I Ever,2016,0,0.39,0.79,0.4,0.05,0.34
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",2016,0.01,0.67,0.83,0.1,0.07,0.7
Whatever You Want,2016,0.85,0.55,0.55,0.18,0.04,0.42
Lazarus,2016,0.05,0.66,0.7,0.09,0.03,0.51
Million Years Ago,2016,0.73,0.72,0.27,0.11,0.03,0.18
Dark Necessities,2016,0.07,0.7,0.74,0.11,0.07,0.2
You Want It Darker,2016,0.61,0.67,0.33,0.08,0.06,0.49
Bridges,2016,0,0.38,0.83,0.07,0.06,0.45
Once Upon a Time in the West - Main Theme,2016,0.84,0.12,0.21,0.13,0.04,0.05
Mooi,2016,0.1,0.49,0.43,0.12,0.03,0.31
I Just Can't Help Believin',2016,0.28,0.46,0.66,0.09,0.05,0.34
Love & Hate,2016,0.16,0.28,0.49,0.17,0.03,0.53
New Gold Dream (81/82/83/84),2016,0,0.59,0.75,0.34,0.03,0.66
Disco Inferno,2016,0,0.68,0.7,0.14,0.03,0.81
Someone Somewhere (In Summertime),2016,0.02,0.56,0.53,0.11,0.03,0.67
24K Magic,2016,0.03,0.82,0.8,0.15,0.08,0.63
Blackstar,2016,0.21,0.37,0.55,0.18,0.03,0.11
Water Under the Bridge,2016,0.02,0.6,0.84,0.11,0.07,0.47
All I Ask,2016,0.88,0.59,0.28,0.15,0.03,0.34
The Life I Live,2016,0.1,0.6,0.46,0.22,0.04,0.8
We All Stand Together - Remastered 2016,2016,0.61,0.35,0.26,0.13,0.03,0.48
Heathens,2016,0.08,0.73,0.4,0.11,0.03,0.55
Jacob’s Song,2016,0.04,0.36,0.51,0.16,0.03,0.15
Way Down We Go,2016,0.58,0.49,0.51,0.1,0.12,0.34
7 Years,2016,0.29,0.77,0.47,0.39,0.05,0.34
Forbidden Colours,2016,0.76,0.61,0.24,0.25,0.03,0.37
The Book Of Love,2016,0.7,0.52,0.07,0.13,0.04,0.27
Zoutelande - feat. Geike,2017,0.22,0.67,0.64,0.14,0.03,0.89
Pokémon Theme-New Studio Recording,2017,0.03,0.57,0.91,0.14,0.05,0.4
Perfect,2017,0.16,0.6,0.45,0.11,0.02,0.17
Thriller,2017,0.08,0.76,0.89,0.85,0.07,0.72
Boulevard of Broken Dreams,2017,0.01,0.5,0.68,0.06,0.03,0.47
What About Us,2017,0.03,0.49,0.59,0.09,0.05,0.19
Shape of You,2017,0.58,0.83,0.65,0.09,0.08,0.93
Believer,2017,0.06,0.78,0.78,0.08,0.13,0.67
Human,2017,0.39,0.6,0.71,0.17,0.3,0.55
Het het nog nooit zo donker west,2017,0.6,0.61,0.21,0.08,0.03,0.42
Castle on the Hill,2017,0.02,0.46,0.83,0.14,0.1,0.47
Sign of the Times,2017,0.03,0.52,0.6,0.11,0.03,0.22
In the Blood,2017,0.39,0.55,0.66,0.1,0.03,0.52
Nao ’t Zuuje,2017,0.39,0.26,0.53,0.05,0.04,0.45
"Roll Over Lay Down - Live At The Kursaal, Southend / 1975",2017,0,0.34,0.69,0.34,0.04,0.21
Whatever It Takes,2017,0.04,0.67,0.66,0.12,0.03,0.56
Amigo,2017,0.01,0.55,0.91,0.35,0.07,0.64
Iederene Hef Een Reden,2017,0.56,0.57,0.61,0.1,0.04,0.69
Everything Now,2017,0,0.55,0.87,0.46,0.03,0.61
Sorry,2017,0,0.67,0.78,0.13,0.03,0.52
One More Light,2017,0.9,0.59,0.2,0.09,0.03,0.17
Through the Barricades - Remastered,2017,0.3,0.49,0.28,0.12,0.03,0.17
Freedom! '90 - Remastered,2017,0.23,0.68,0.85,0.06,0.05,0.93
Amsterdam,2017,0,0.51,0.93,0.24,0.24,0.67
Something Just Like This,2017,0.05,0.62,0.64,0.16,0.03,0.45
Thunder,2017,0.01,0.61,0.82,0.15,0.04,0.29
Thinking Of A Place,2017,0.39,0.48,0.63,0.12,0.03,0.16
Happier,2017,0.54,0.52,0.39,0.14,0.03,0.24
Galway Girl,2017,0.07,0.62,0.88,0.33,0.1,0.78
Sunny Days,2017,0.01,0.63,0.71,0.14,0.03,0.24
Supermarket Flowers,2017,0.91,0.59,0.24,0.09,0.04,0.26
Holiday,2017,0,0.55,0.89,0.89,0.03,0.72
Max,2017,0.34,0.5,0.4,0.12,0.03,0.15
Rapper's Delight,2017,0.07,0.91,0.75,0.04,0.25,0.83
Pain,2017,0,0.52,0.83,0.08,0.04,0.48
Love On The Rocks,2017,0.92,0.4,0.31,0.12,0.03,0.31
Tuesday Afternoon (Forever Afternoon),2017,0.1,0.5,0.32,0.24,0.03,0.3
Magnificent (She Says),2017,0.19,0.51,0.87,0.05,0.05,0.39
Nicotine,2017,0.62,0.64,0.3,0.1,0.03,0.44
Homesick,2017,0.95,0.43,0.22,0.11,0.04,0.4
Beautiful Trauma,2017,0.09,0.41,0.62,0.4,0.07,0.23
World Gone Mad,2017,0.28,0.51,0.68,0.18,0.03,0.36
Leave a Light On,2017,0.02,0.59,0.62,0.13,0.11,0.27
Skin,2017,0.27,0.56,0.75,0.15,0.31,0.35
Lost on You,2017,0.1,0.43,0.72,0.09,0.04,0.69
Shallow,2018,0.37,0.57,0.39,0.23,0.03,0.32
Kleine Jongen,2018,0.05,0.54,0.7,0.1,0.03,0.56
Duurt Te Lang,2018,0.13,0.64,0.44,0.09,0.2,0.15
I Want To Break Free,2018,0.11,0.81,0.41,0.08,0.04,0.5
September,2018,0.17,0.69,0.83,0.25,0.03,0.98
Voor Haar,2018,0.65,0.28,0.36,0.25,0.03,0.36
Testament,2018,0.48,0.43,0.4,0.12,0.05,0.63
Atemlos durch die Nacht,2018,0.06,0.81,0.78,0.19,0.05,0.82
Zij Gelooft In Mij,2018,0.11,0.32,0.6,0.25,0.03,0.18
Verdronken Vlinder,2018,0.57,0.33,0.54,0.21,0.04,0.82
Als Het Avond Is,2018,0.53,0.72,0.47,0.11,0.03,0.45
De Vlieger,2018,0.03,0.4,0.66,0.23,0.03,0.39
Geef Mij Je Angst,2018,0.06,0.34,0.57,0.42,0.03,0.37
Natural,2018,0.22,0.7,0.61,0.08,0.04,0.22
IJskoud,2018,0.04,0.67,0.73,0.37,0.05,0.15
Welterusten Mijnheer De President,2018,0.46,0.55,0.41,0.24,0.05,0.86
Jimmy,2018,0.23,0.66,0.74,0.32,0.03,0.89
Bad Liar,2018,0.07,0.38,0.64,0.37,0.07,0.08
Sammy,2018,0.76,0.5,0.49,0.14,0.05,0.76
High Hopes,2018,0.19,0.58,0.9,0.06,0.06,0.68
Het Land Van Maas En Waal,2018,0.4,0.73,0.6,0.06,0.05,0.96
Shotgun,2018,0.29,0.67,0.74,0.24,0.05,0.75
New Light,2018,0.33,0.83,0.69,0.08,0.03,0.85
You Say,2018,0.68,0.49,0.63,0.09,0.03,0.08
Een Beetje Verliefd,2018,0.06,0.3,0.61,0.15,0.03,0.33
Someone You Loved,2018,0.75,0.5,0.41,0.11,0.03,0.45
Banger Hart - Radio Mix,2018,0.07,0.77,0.89,0.06,0.04,0.97
Malle Babbe,2018,0.73,0.35,0.38,0.12,0.04,0.53
Vluchten Kan Niet Meer,2018,0.74,0.41,0.25,0.38,0.03,0.32
Faded,2018,0.03,0.47,0.63,0.11,0.05,0.16
High On Life (feat. Bonn),2018,0.01,0.41,0.49,0.11,0.03,0.37
Het Is Koud Zonder Jou,2018,0.11,0.18,0.64,0.12,0.04,0.52
N Vriend,2018,0.08,0.23,0.58,0.09,0.03,0.49
Always Remember Us This Way,2018,0.3,0.55,0.5,0.76,0.04,0.3
Een Meisje Van Zestien,2018,0.02,0.57,0.49,0.17,0.05,0.73
Why Don't You Do Right,2018,0.47,0.63,0.74,0.17,0.04,0.67
De Zon Op,2018,0.51,0.74,0.57,0.1,0.04,0.57
Youngblood,2018,0.02,0.6,0.85,0.12,0.46,0.15
Prikkebeen,2018,0.05,0.57,0.52,0.13,0.03,0.33
Outlaw In 'Em,2018,0.03,0.5,0.93,0.37,0.08,0.68
Als De Rook Om Je Hoofd Is Verdwenen,2018,0.14,0.42,0.71,0.03,0.03,0.64
Skandal im Sperrbezirk,2018,0.42,0.64,0.84,0.21,0.04,0.89
Pain and Misery,2018,0.79,0.71,0.34,0.16,0.03,0.49
I Do,2018,0.88,0.49,0.25,0.08,0.03,0.27
Het Laatste Rondje - Remastered,2018,0.06,0.53,0.76,0.14,0.04,0.84
Guiding Light,2018,0.06,0.55,0.71,0.08,0.05,0.3
Havana (feat. Young Thug),2018,0.18,0.77,0.52,0.13,0.03,0.39
Hou Vol Hou Vast,2018,0,0.51,0.61,0.08,0.02,0.23
One Kiss (with Dua Lipa),2018,0.04,0.79,0.86,0.08,0.11,0.59
Nothing Breaks Like a Heart (feat. Miley Cyrus),2018,0.01,0.6,0.79,0.39,0.07,0.24
Lay Your Weapons Down,2018,0.01,0.54,0.68,0.09,0.06,0.47
In My Blood,2018,0.06,0.62,0.71,0.13,0.07,0.49
Roller Coaster,2019,0.51,0.4,0.38,0.12,0.03,0.28
Arcade,2019,0.82,0.45,0.33,0.14,0.04,0.27
A Whiter Shade of Pale - Original Single Version,2019,0.5,0.25,0.66,0.09,0.03,0.44
Don't You (Forget About Me),2019,0.08,0.67,0.75,0.29,0.03,0.69
The Load-Out - Remastered,2019,0.74,0.52,0.32,0.13,0.03,0.31
Stay - Remastered,2019,0.1,0.6,0.77,0.11,0.03,0.72
Last Christmas,2019,0.19,0.74,0.58,0.18,0.03,0.94
Time To Give,2019,0.02,0.43,0.83,0.14,0.05,0.35
bad guy,2019,0.33,0.7,0.43,0.1,0.38,0.56
Memories,2019,0.84,0.76,0.32,0.08,0.05,0.57
Love Like Blood,2019,0.1,0.4,0.76,0.37,0.05,0.49
Reünie,2019,0.67,0.51,0.35,0.59,0.15,0.51
About A Girl - Live Version,2019,0.14,0.61,0.76,0.73,0.07,0.63
DEUTSCHLAND,2019,0,0.52,0.9,0.1,0.04,0.24
Phantom Of The Opera,2019,0,0.47,0.87,0.25,0.05,0.27
Dance Monkey,2019,0.69,0.82,0.59,0.15,0.09,0.51
Blauwe Dag,2019,0.25,0.7,0.56,0.28,0.05,0.51
Homburg - Single Version - 2009 Remaster - Mono,2019,0.1,0.36,0.66,0.06,0.03,0.38
Uncharted,2019,0.14,0.59,0.53,0.29,0.03,0.23
Despacito,2019,0.2,0.66,0.8,0.07,0.15,0.84
Dancing On My Own,2019,0.84,0.68,0.17,0.1,0.03,0.24
Child in Time,1970,0.17,0.34,0.46,0.09,0.04,0.35
Let It Be - Remastered 2009,1970,0.63,0.44,0.4,0.11,0.03,0.41
Bridge Over Troubled Water,1970,0.82,0.15,0.21,0.12,0.03,0.26
Paranoid - 2016 Remaster,1970,0,0.42,0.66,0.18,0.07,0.45
Have You Ever Seen The Rain,1970,0.09,0.74,0.47,0.19,0.03,0.89
Your Song,1970,0.83,0.55,0.32,0.1,0.03,0.33
The Boxer,1970,0.7,0.44,0.49,0.16,0.06,0.63
Du,1970,0.15,0.49,0.45,0.43,0.03,0.46
I Walk the Line,1970,0.88,0.71,0.26,0.1,0.04,0.56
Samba Pa Ti,1970,0.83,0.41,0.36,0.08,0.03,0.27
Immigrant Song - Remaster,1970,0.01,0.56,0.93,0.35,0.06,0.62
Who'll Stop The Rain,1970,0.04,0.6,0.8,0.07,0.03,0.62
Our Dance/Electronic,1970,0.9,0.59,0.21,0.12,0.05,0.38
Teach Your Children,1970,0.64,0.5,0.28,0.39,0.03,0.67
The Long And Winding Road - Remastered 2009,1970,0.76,0.3,0.33,0.06,0.03,0.39
Father And Son,1970,0.59,0.5,0.33,0.1,0.03,0.4
Almost Cut My Hair,1970,0.18,0.47,0.47,0.16,0.04,0.57
El Condor Pasa (If I Could),1970,0.84,0.33,0.21,0.18,0.03,0.28
Question,1970,0.02,0.22,0.66,0.47,0.05,0.32
I Heard It Through The Grapevine,1970,0.08,0.63,0.84,0.1,0.05,0.88
Since I've Been Loving You - 1990 Remaster,1970,0,0.39,0.36,0.12,0.03,0.31
Get Back - Remastered 2009,1970,0.49,0.76,0.59,0.61,0.06,0.33
The Man Who Sold the World - 2015 Remaster,1970,0.64,0.47,0.39,0.14,0.03,0.55
Long As I Can See The Light,1970,0.35,0.71,0.41,0.06,0.04,0.53
RoadDance/Electronic Rock,1970,0.34,0.61,0.63,0.15,0.03,0.9
My Sweet Lord,1970,0.1,0.54,0.7,0.08,0.03,0.58
Memories,1970,0.35,0.31,0.79,0.11,0.05,0.26
Cecilia,1970,0.36,0.76,0.88,0.22,0.04,0.95
Fire and Rain,1970,0.5,0.61,0.35,0.08,0.04,0.36
Lookin' Out My Back Door,1970,0.19,0.75,0.66,0.09,0.04,0.86
25 or 6 to 4 - 2002 Remaster,1970,0.31,0.6,0.91,0.08,0.06,0.72
Working Class Hero - Remastered 2010 / Lennon Legend Version,1970,0.73,0.48,0.17,0.12,0.05,0.19
Lucky Man - 2012 Remastered Version,1970,0.09,0.35,0.38,0.05,0.03,0.48
Into the Mystic - 2013 Remaster,1970,0.37,0.61,0.52,0.12,0.03,0.8
Carry On,1970,0.06,0.46,0.5,0.27,0.04,0.53
(They Long To Be) Close To You,1970,0.71,0.53,0.25,0.12,0.03,0.24
Move On Up,1970,0.42,0.54,0.97,0.12,0.09,0.93
Tears In The Morning - Remastered 2009,1970,0.71,0.38,0.36,0.29,0.04,0.24
Up Around The Bend,1970,0.06,0.59,0.85,0.27,0.03,0.81
Southern Man - 2009 Remaster,1970,0.39,0.37,0.57,0.13,0.03,0.66
Stairway to Heaven - Remaster,1971,0.58,0.34,0.34,0.12,0.03,0.2
Imagine - Remastered,1971,0.91,0.55,0.26,0.09,0.03,0.17
Riders on the Storm,1971,0.25,0.55,0.72,0.11,0.03,0.72
Echoes,1971,0.37,0.28,0.32,0.11,0.04,0.14
Vincent,1971,0.91,0.42,0.09,0.34,0.04,0.46
Me and Bobby McGee,1971,0.3,0.45,0.46,0.15,0.04,0.66
Baba O'Riley,1971,0.31,0.49,0.72,0.29,0.04,0.15
Life on Mars? - 2015 Remaster,1971,0.64,0.44,0.38,0.05,0.04,0.22
I Am...I Said - Single Version,1971,0.14,0.25,0.38,0.11,0.03,0.51
Ain't No Sunshine,1971,0.46,0.48,0.42,0.12,0.12,0.51
Wild Horses,1971,0.69,0.43,0.39,0.08,0.03,0.16
L.A. Woman,1971,0.08,0.35,0.73,0.12,0.04,0.7
What's Going On,1971,0.1,0.27,0.82,0.36,0.1,0.81
Halo of Flies,1971,0.39,0.39,0.57,0.09,0.05,0.4
American Pie,1971,0.7,0.53,0.48,0.08,0.06,0.49
Tiny Dancer,1971,0.38,0.41,0.43,0.15,0.03,0.28
Morning Has Broken,1971,0.62,0.42,0.32,0.09,0.03,0.41
One Way Wind,1971,0.04,0.65,0.65,0.18,0.02,0.72
One of These Days,1971,0.01,0.38,0.51,0.54,0.05,0.4
Nothing Rhymed,1971,0.31,0.23,0.59,0.13,0.04,0.55
Brown Sugar - Remastered,1971,0.22,0.63,0.93,0.06,0.03,0.96
You've Got a Friend,1971,0.88,0.47,0.26,0.12,0.03,0.46
Locomotive Breath,1971,0.42,0.68,0.53,0.06,0.09,0.35
She Flies On Strange Wings,1971,0.02,0.32,0.7,0.11,0.04,0.25
Changes - 2015 Remaster,1971,0.51,0.55,0.31,0.11,0.04,0.41
Mercedes Benz,1971,0.94,0.7,0.11,0.07,0.55,0.52
Honky Tonk Women - Mono Version,1971,0.36,0.56,0.78,0.07,0.06,0.97
You've Got a Friend,1971,0.68,0.7,0.28,0.08,0.03,0.45
Cry Baby,1971,0.52,0.47,0.42,0.05,0.03,0.5
Storm And Thunder,1971,0.05,0.27,0.33,0.13,0.04,0.06
Roundabout - 2003 Remaster,1971,0.07,0.41,0.76,0.08,0.07,0.39
Maggie May,1971,0.56,0.61,0.57,0.07,0.04,0.54
Won't Get Fooled Again - Original Album Version,1971,0.3,0.69,0.92,0.08,0.06,0.23
After Midnight,1971,0.17,0.69,0.31,0.09,0.04,0.52
Give Up Your Guns,1971,0.48,0.42,0.5,0.2,0.03,0.66
Love Her Madly,1971,0.06,0.56,0.59,0.04,0.03,0.97
Rock - Remaster,1971,0,0.32,0.89,0.09,0.04,0.87
Black Dog - Remaster,1971,0.4,0.44,0.86,0.24,0.09,0.75
Call Me The Breeze,1971,0.75,0.81,0.42,0.1,0.04,0.84
Famous Blue Raincoat,1971,0.95,0.47,0.04,0.11,0.04,0.18
Behind Blue Eyes,1971,0.21,0.39,0.62,0.09,0.03,0.34
Yours Is No Disgrace - 2003 Remaster,1971,0,0.41,0.63,0.51,0.06,0.8
See Emily Play,1971,0.21,0.46,0.71,0.13,0.04,0.41
Smoke on the Water,1972,0.1,0.63,0.59,0.05,0.03,0.89
Perfect Day,1972,0.74,0.4,0.27,0.1,0.03,0.09
"Rocket Man (I Think It's Going To Be A Long, Long Time)",1972,0.43,0.6,0.53,0.09,0.03,0.34
Heart of Gold - 2009 Remaster,1972,0.19,0.54,0.46,0.1,0.03,0.8
Starman - 2012 Remaster,1972,0.17,0.49,0.45,0.54,0.03,0.55
Take It Easy - 2013 Remaster,1972,0.34,0.57,0.67,0.13,0.03,0.74
A Horse with No Name,1972,0.69,0.65,0.51,0.16,0.05,0.83
Time In A Bottle,1972,0.85,0.54,0.26,0.15,0.03,0.64
Lola - Live,1972,0.13,0.45,0.51,0.72,0.06,0.56
Easy Livin',1972,0,0.26,0.84,0.28,0.1,0.46
Ben - Single Version,1972,0.91,0.44,0.16,0.11,0.03,0.29
Walk On the Wild Side,1972,0.68,0.57,0.32,0.09,0.11,0.39
She's A Rainbow - Full Version / With Intro,1972,0.44,0.45,0.78,0.34,0.04,0.51
You're so Vain,1972,0.16,0.66,0.68,0.08,0.03,0.65
Ziggy Stardust - 2012 Remaster,1972,0.05,0.44,0.56,0.21,0.12,0.5
Whiskey In The Jar,1972,0.53,0.56,0.69,0.2,0.04,0.75
Listen to the Music,1972,0.22,0.65,0.6,0.07,0.03,0.91
Top Of The World,1972,0.81,0.38,0.34,0.1,0.04,0.69
School's Out,1972,0.05,0.29,0.75,0.68,0.05,0.35
A Thing Called Love,1972,0.48,0.53,0.5,0.26,0.03,0.79
Harvest - 2009 Remaster,1972,0.74,0.54,0.22,0.11,0.04,0.31
Sylvia's Mother,1972,0.69,0.3,0.47,0.34,0.05,0.58
"Close to the Edge (i. The Solid Time of Change, ii. Total Mass Retain, iii. I Get up I Get Down, iv. Seasons of Man) - 2003 Remaster",1972,0.27,0.22,0.6,0.41,0.06,0.25
Ventura Highway,1972,0.22,0.67,0.58,0.06,0.03,0.82
Witchy Woman - Eagles 2013 Remaster,1972,0.36,0.56,0.57,0.12,0.03,0.58
Song Sung Blue - Single Version,1972,0.47,0.56,0.33,0.32,0.03,0.33
Sylvia,1972,0.14,0.44,0.78,0.14,0.03,0.61
Peaceful Easy Feeling - Eagles 2013 Remaster,1972,0.49,0.57,0.63,0.25,0.03,0.87
Do It Again,1972,0.22,0.68,0.54,0.06,0.03,0.96
Radar Love,1973,0.01,0.5,0.72,0.08,0.04,0.18
Angie,1973,0.67,0.43,0.55,0.11,0.03,0.41
Desperado - 2013 Remaster,1973,0.95,0.23,0.22,0.27,0.03,0.18
Dream On,1973,0.39,0.31,0.43,0.33,0.03,0.22
Time,1973,0.52,0.36,0.48,0.18,0.08,0.36
Free Bird,1973,0.01,0.28,0.85,0.06,0.05,0.44
Money,1973,0.02,0.47,0.54,0.27,0.15,0.78
